IDX,NORMAN_SusDat_ID,DTXSID,concentration_value,concentration_unit,time_point,IDX_l,station_water_combined,lat,lon,station_name_n,country,water_body_name_n,river_basin_name_n,COORDS,EARTH,EUROPE,MARINE,DETECTED,AGGREGATED,DTXSID_AVAILABLE
21130,NS00000243,DTXSID4024195,0.00064999998,mg/l,2003-05-01T00:00:00Z,653,osterbaek sv for stenstrupgard_osterbaek,71.5735,62.20456,osterbaek sv for stenstrupgard,Denmark,osterbaek,dk2,True,True,False,False,True,False,True
5841,NS00000196,DTXSID6023525,0.000011,mg/l,2006-10-19T00:00:00Z,538,naintre clain_clain,46.764444,0.487222,naintre clain,France,clain,loire bretagne,True,True,True,False,True,False,True
25036,NS00008031,DTXSID8022824,0,mg/l,2006-06-12T00:00:00Z,682,onnestad_onnestad,56.0511976853634,14.0772670990705,onnestad,Sweden,onnestad,se4,True,True,True,False,False,False,True
27086,NS00000261,DTXSID0037495,0,mg/l,2008-05-24T08:00:00Z,805,upstream wwtp wueri regensdorf_furtbach,,,upstream wwtp wueri regensdorf,Switzerland,furtbach,rhine,False,False,False,False,False,False,True
7261,NS00010021,DTXSID7020764,0,mg/l,2005-07-27T00:00:00Z,605,uske 16 salon yp va6101_river uskelanjoki,60.3914,23.1316,uske 16 salon yp va6101,Finland,,,True,True,True,,False,False,True
21422,NS00000277,DTXSID9024194,0,mg/l,2000-10-16T00:00:00Z,630,flojbjerg baek egelund flojbjerg baek dk1 dk_flojbjerg baek,52.1554,61.43156,flojbjerg baek egelund flojbjerg baek dk1 dk,Denmark,flojbjerg baek,dk1,True,True,False,False,False,False,True
27788,NS00005620,DTXSID8020250,0,mg/l,2007-08-19T15:30:00Z,816,klosterneuburg_danube,48.323611,16.334167,klosterneuburg,Austria,danube,danube,True,True,True,False,False,False,True
24496,NS00008307,DTXSID3020833,0,mg/l,2001-10-23T00:00:00Z,632,gudena motorsvejbro a10 guden a dk1 dk_guden a,56.1142,62.57268,gudena motorsvejbro a10 guden a dk1 dk,Denmark,guden a,dk1,True,True,False,False,False,False,True
7664,NS00108173,DTXSID1023998,0,mg/l,2005-07-27T00:00:00Z,572,hajo 16 tkuhki valtatie river halikonjoki halikonjoki basin fi_river halikonjoki,60.391,23.0761,hajo 16 tkuhki valtatie river halikonjoki halikonjoki basin fi,Finland,,,True,True,True,,False,False,True
27546,NS00045349,DTXSID7074458,0,mg/l,2007-09-07T16:05:00Z,827,downstream pancevo danube rkm 1151 danube rs_danube,44.8180534213,20.64557629325,downstream pancevo danube rkm 1151 danube rs,Serbia,danube,danube,True,True,True,False,False,False,True
14645,NS00008895,DTXSID3034872,0,mg/l,2002-10-15T00:00:00Z,636,hulebaek hulebaekshus_hulebaek,66.5236,61.34023,hulebaek hulebaekshus,Denmark,hulebaek,dk2,True,True,False,False,False,False,True
4664,NS00000215,DTXSID1040661,0,mg/l,2003-07-01T00:00:00Z,13,chotarny kanal janosikovo maly dunaj rkm 11 maly dunaj sk_maly dunaj,,,chotarny kanal janosikovo maly dunaj rkm 11 maly dunaj sk,Slovakia,little danube,danube,False,False,False,False,False,False,True
2179,NS00002769,DTXSID0023951,0,mg/l,2002-06-21T00:00:00Z,215,ruzomberok_vah,,,ruzomberok,Slovakia,vah,danube,False,False,False,False,False,False,True
7133,NS00010021,DTXSID7020764,0,mg/l,2005-06-30T00:00:00Z,576,kauhavanjoki alaosa_river kauhavanjoki,63.0783,22.908,kauhavanjoki alaosa,Finland,,,True,True,True,,False,False,True
3258,NS00010269,DTXSID4024272,0,mg/l,2002-10-01T00:00:00Z,180,hron kamenica nad hronom_kamenica,,,hron kamenica nad hronom,Slovakia,kamenica,danube,False,False,False,False,False,False,True
25773,NS00108173,DTXSID1023998,0.000002,mg/l,2008-01-21T12:15:00Z,716,twrch at lower cwmtwrch glamorgan_twrch,51.7718005555556,0,twrch at lower cwmtwrch glamorgan,United Kingdom,twrch,tywi,True,True,True,False,True,False,True
2254,NS00002769,DTXSID0023951,0,mg/l,2002-10-01T00:00:00Z,167,pod slovnaft as bratislava_dunaj,,,pod slovnaft as bratislava,Slovakia,danube,danube,False,False,False,False,False,False,True
25725,NS00108173,DTXSID1023998,0,mg/l,2007-09-20T10:35:00Z,715,r wye at builth wells bridge_wye,52.1504022222222,0,r wye at builth wells bridge,United Kingdom,wye,wye,True,True,True,False,False,False,True
8335,NS00008490,DTXSID5037494,0,mg/l,2005-06-20T00:00:00Z,601,taasianjoki 34_river taasianjoki,60.4483,26.4082,taasianjoki 34,Finland,,,True,True,True,,False,False,True
13017,NS00000247,DTXSID0020442,0,mg/l,2001-08-16T00:00:00Z,645,odderbaek farso broen_odderbaek,53.1764,62.89137,odderbaek farso broen,Denmark,odderbaek,dk1,True,True,False,False,False,False,True
29867,NS00000214,DTXSID9048724,0,mg/l,2007-09-16T10:00:00Z,905,downstream slatina olt rkm 61 danube ro_olt,43.7441666666667,24.7791166666667,downstream slatina olt rkm 61 danube ro,Romania,olt,danube,True,True,True,False,False,False,True
12918,NS00000247,DTXSID0020442,0,mg/l,2001-10-30T00:00:00Z,640,lillebaek fredskovvej_lillebaek,61.2862,61.09452,lillebaek fredskovvej,Denmark,lillebaek,dk1,True,True,False,False,False,False,True
21978,NS00000277,DTXSID9024194,0,mg/l,2000-08-14T00:00:00Z,649,skjern a gjaldbaek bro_skjern a,47.6923,61.99423,skjern a gjaldbaek bro,Denmark,skjern a,dk1,True,True,False,False,False,False,True
29517,NS00000212,DTXSID6022923,0,mg/l,2007-09-13T12:05:00Z,874,iron gate ii_danube,44.3265706273,22.5423955855,iron gate ii,Serbia,danube,danube,True,True,True,False,False,False,True
6631,NS00000247,DTXSID0020442,0,mg/l,2005-06-16T00:00:00Z,588,mustionjoki 49 15500_river mustionjoki,60.0875,23.6382,mustionjoki 49 15500,Finland,,,True,True,True,,False,False,True
4384,NS00000291,DTXSID7024586,0,mg/l,2002-06-21T00:00:00Z,455,below slz chemia as hnusta rkm 585 rimava sk_hnusta,,,below slz chemia as hnusta rkm 585 rimava sk,Slovakia,hnusta,danube,False,False,False,False,False,False,True
17421,NS00002192,DTXSID5032365,0,mg/l,2003-11-18T00:00:00Z,633,haraldsted a os haraldsted by haraldsted a dk2 dk_haraldsted a,67.5039,61.52914,haraldsted a os haraldsted by haraldsted a dk2 dk,Denmark,haraldsted a,dk2,True,True,False,False,False,False,True
16783,NS00000261,DTXSID0037495,0,mg/l,2000-05-16T00:00:00Z,647,odense a ns ejby sluse 945_odense a,58.9852,61.40019,odense a ns ejby sluse 945,Denmark,odense a,dk1,True,True,False,False,False,False,True
9298,NS00001734,DTXSID2034627,0,mg/l,2005-07-20T00:00:00Z,571,eura 42 porirma va6900 river eurajoki eurajoki basin fi_river eurajoki,61.2015,21.7259,eura 42 porirma va6900 river eurajoki eurajoki basin fi,Finland,,,True,True,True,,False,False,True
4186,NS00073864,DTXSID80108992,0.000000101,mg/l,2004-07-03T00:00:00Z,400,snow siteb_greenland sea artic ocean,75.141944,16.751944,snow siteb,International Waters,greenland sea,,True,True,False,True,True,False,True
13439,NS00000236,DTXSID0023901,0,mg/l,2002-11-13T00:00:00Z,625,bygholm a korup bro bygholm a dk1 dk_bygholm a,54.7219,61.92156,bygholm a korup bro bygholm a dk1 dk,Denmark,bygholm a,dk1,True,True,False,False,False,False,True
23902,NS00000258,DTXSID4027608,0,mg/l,2000-11-28T00:00:00Z,639,javngyde baek os rensningsanlaeg_javngyde baek,55.1209,62.18292,javngyde baek os rensningsanlaeg,Denmark,javngyde baek,dk1,True,True,False,False,False,False,True
11026,NS00009440,DTXSID3023897,0,mg/l,2005-10-04T00:00:00Z,592,porvoonjoki 115 6022_river porvoonjoki,60.4425,25.6083,porvoonjoki 115 6022,Finland,,,True,True,True,,False,False,True
12615,NS00000247,DTXSID0020442,0.000044,mg/l,2000-05-24T00:00:00Z,630,flojbjerg baek egelund flojbjerg baek dk1 dk_flojbjerg baek,52.1554,61.43156,flojbjerg baek egelund flojbjerg baek dk1 dk,Denmark,flojbjerg baek,dk1,True,True,False,False,True,False,True
6171,NS00005486,DTXSID4058601,0.00032,mg/l,2004-07-06T00:00:00Z,547,bresso seveso po it_seveso,45.529444,9.186111,bresso seveso po it,Italy,seveso,po,True,True,True,False,True,False,True
15583,NS00008490,DTXSID5037494,0,mg/l,2001-02-07T00:00:00Z,638,hojvads rende lille rosning_hojvandsrende,64.6701,60.82397,hojvads rende lille rosning,Denmark,hojvandsrende,dk2,True,True,False,False,False,False,True
13147,NS00000247,DTXSID0020442,0,mg/l,2000-05-16T00:00:00Z,649,skjern a gjaldbaek bro_skjern a,47.6923,61.99423,skjern a gjaldbaek bro,Denmark,skjern a,dk1,True,True,False,False,False,False,True
6853,NS00000236,DTXSID0023901,0,mg/l,2005-07-18T00:00:00Z,594,porvoonjoki 983_river porvoonjoki,60.9547,25.5974,porvoonjoki 983,Finland,,,True,True,True,,False,False,True
14577,NS00008895,DTXSID3034872,0,mg/l,2003-10-14T00:00:00Z,633,haraldsted a os haraldsted by haraldsted a dk2 dk_haraldsted a,67.5039,61.52914,haraldsted a os haraldsted by haraldsted a dk2 dk,Denmark,haraldsted a,dk2,True,True,False,False,False,False,True
27697,NS00010522,DTXSID4062850,0.00013096677277442,mg/l,2007-08-16T13:10:00Z,866,niederalteich_danube,48.7799,13.0059,niederalteich,Germany,danube,danube,True,True,True,False,True,False,True
16288,NS00000261,DTXSID0037495,0,mg/l,2003-11-17T00:00:00Z,628,ellebaek ellebaek bro ellebaek dk1 dk_ellebaek,47.2877,62.48206,ellebaek ellebaek bro ellebaek dk1 dk,Denmark,ellebaek,dk1,True,True,False,False,False,False,True
24673,NS00004728,DTXSID9030048,0,mg/l,2008-09-16T00:00:00Z,659,fladen fladen se5 se_fladen,57.216259774038,11.797135934661,fladen fladen se5 se,Sweden,fladen,se5,True,True,True,False,False,False,True
26998,NS00008031,DTXSID8022824,0,mg/l,2009-03-04T00:00:00Z,804,site m_douro river,41.1476388888889,-8.65430555555556,site m,Portugal,,,True,True,True,,False,False,True
6401,NS00000273,DTXSID0020232,0.0065499999999999,mg/l,2004-06-09T00:00:00Z,549,sangelo lodigiano_lambro meridionale,45.240555,9.407222,sangelo lodigiano,Italy,lambro meridionale,po,True,True,True,False,True,False,True
29675,NS00010299,DTXSID4022367,0,mg/l,2007-09-08T09:05:00Z,921,varvarin_velika morava,43.74065,21.37597,varvarin,Serbia,velika morava,danube,True,True,True,False,False,False,True
1756,NS00008410,DTXSID9058600,0,mg/l,2003-01-07T00:00:00Z,11,trnavka pod trebisovom_trnavka,,,trnavka pod trebisovom,Slovakia,trnavka,danube,False,False,False,False,False,False,True
24958,NS00001129,DTXSID4052689,0,mg/l,2008-08-21T00:00:00Z,668,vanerns inflow outside the city of karlstad_lake vanern,59.3556992450367,13.5328553626005,vanerns inflow outside the city of karlstad,Sweden,lake vanern,se5,True,True,True,False,False,False,True
1944,NS00008865,DTXSID7020182,0.00102,mg/l,2003-01-07T00:00:00Z,205,sard pod wwtp galanta_sard,,,sard pod wwtp galanta,Slovakia,sard,danube,False,False,False,False,True,False,True
7176,NS00010021,DTXSID7020764,0,mg/l,2005-07-27T00:00:00Z,585,lestijoki 10800 8tien s_river lestijoki,64.0627,23.6554,lestijoki 10800 8tien s,Finland,,,True,True,True,,False,False,True
24062,NS00000258,DTXSID4027608,0,mg/l,2002-05-29T00:00:00Z,645,odderbaek farso broen_odderbaek,53.1764,62.89137,odderbaek farso broen,Denmark,odderbaek,dk1,True,True,False,False,False,False,True
23731,NS00000258,DTXSID4027608,0,mg/l,2005-03-14T00:00:00Z,632,gudena motorsvejbro a10 guden a dk1 dk_guden a,56.1142,62.57268,gudena motorsvejbro a10 guden a dk1 dk,Denmark,guden a,dk1,True,True,False,False,False,False,True
17252,NS00002192,DTXSID5032365,0,mg/l,2002-08-14T00:00:00Z,626,damhusaen lamdlystvej damhusaen dk2 dk_damhusaen,71.8753,61.73777,damhusaen lamdlystvej damhusaen dk2 dk,Denmark,damhusaen,dk2,True,True,False,False,False,False,True
11211,NS00000247,DTXSID0020442,0,mg/l,2001-09-04T00:00:00Z,619,hinge so_hinge so,53.11,62.3495,hinge so,Denmark,lake inge,dk1,True,True,False,False,False,False,True
17128,NS00002192,DTXSID5032365,0,mg/l,2001-07-11T00:00:00Z,623,bolbro baek basseklint bolbro baek dk1 dk_bolbro baek,50.5754,61.01532,bolbro baek basseklint bolbro baek dk1 dk,Denmark,bolbro baek,dk1,True,True,False,False,False,False,True
11760,NS00010438,DTXSID8034580,0,mg/l,2001-09-11T00:00:00Z,617,damhussoen damhussoen dk2 dk_damhussoen,71.8598,61.7579,damhussoen damhussoen dk2 dk,Denmark,damhussoen,dk2,True,True,False,False,False,False,True
21643,NS00000277,DTXSID9024194,0,mg/l,2001-11-30T00:00:00Z,637,hundstrup a st 686_hundstrup a,59.0393,61.06383,hundstrup a st 686,Denmark,hundstrup a,dk1,True,True,False,False,False,False,True
27635,NS00008410,DTXSID9058600,0,mg/l,2007-09-09T11:40:00Z,829,starapalanka ram_danube,44.81990766905,21.32834287735,starapalanka ram,Serbia,danube,danube,True,True,True,False,False,False,True
14582,NS00008895,DTXSID3034872,0,mg/l,2000-02-24T00:00:00Z,635,horndrup baek sortholmvej_horndrup baek,55.3198,62.0666,horndrup baek sortholmvej,Denmark,horndrup baek,dk1,True,True,False,False,False,False,True
24099,NS00000258,DTXSID4027608,0.000032000002,mg/l,2000-07-13T00:00:00Z,647,odense a ns ejby sluse 945_odense a,58.9852,61.40019,odense a ns ejby sluse 945,Denmark,odense a,dk1,True,True,False,False,True,False,True
331,NS00010010,DTXSID7023437,0,mg/l,2004-01-10T00:00:00Z,55,zitavadolny ohaj_zitava,,,zitavadolny ohaj,Slovakia,zitava,danube,False,False,False,False,False,False,True
8079,NS00009182,DTXSID8020381,0,mg/l,2005-06-29T00:00:00Z,585,lestijoki 10800 8tien s_river lestijoki,64.0627,23.6554,lestijoki 10800 8tien s,Finland,,,True,True,True,,False,False,True
1620,NS00008266,DTXSID9020407,0.00002,mg/l,2005-11-29T00:00:00Z,154,segre in torres de segre_segre,41.536389,0.5125,segre in torres de segre,Spain,segre,ebro,True,True,True,False,True,False,True
3278,NS00010269,DTXSID4024272,0,mg/l,2004-01-10T00:00:00Z,183,rimava slana ustie_slana,,,rimava slana ustie,Slovakia,slana,danube,False,False,False,False,False,False,True
1186,NS00002063,DTXSID2023224,0,mg/l,2005-06-01T00:00:00Z,133,ebro in campredo ebro ebro es_ebro,40.766111,0.567778,ebro in campredo ebro ebro es,Spain,ebro,ebro,True,True,True,False,False,False,True
3646,NS00008490,DTXSID5037494,0.00006,mg/l,2001-09-01T00:00:00Z,312,ilakbacka palanka hryu_danube,45.231667,19.366944,ilakbacka palanka hryu,Croatia,danube,danube,True,True,True,False,True,False,True
5172,NS00010010,DTXSID7023437,0,mg/l,2003-07-01T00:00:00Z,492,below wwtp zlate moravce zitava rkm 409 nitra sk_zitava,,,below wwtp zlate moravce zitava rkm 409 nitra sk,Slovakia,zitava,danube,False,False,False,False,False,False,True
14164,NS00000236,DTXSID0023901,0,mg/l,2000-10-16T00:00:00Z,652,olholm baek olholm_olholm baek,53.1708,61.88421,olholm baek olholm,Denmark,olholm baek,dk1,True,True,False,False,False,False,True
4312,NS00000291,DTXSID7024586,0,mg/l,2003-07-01T00:00:00Z,447,below wwtp topolcany nitra rkm 92 nitra sk_nitra,,,below wwtp topolcany nitra rkm 92 nitra sk,Slovakia,nitra,danube,False,False,False,False,False,False,True
8623,NS00000253,DTXSID4024018,0,mg/l,2005-07-27T00:00:00Z,585,lestijoki 10800 8tien s_river lestijoki,64.0627,23.6554,lestijoki 10800 8tien s,Finland,,,True,True,True,,False,False,True
1176,NS00002063,DTXSID2023224,0,mg/l,2005-06-01T00:00:00Z,128,tudela downstream_ebro,42,0.555556,tudela downstream,Spain,ebro,ebro,True,True,True,False,False,False,True
28332,NS00073864,DTXSID80108992,6.17170272094167E-06,mg/l,2007-08-22T09:50:00Z,817,bratislava danube rkm 1869 danube sk_danube,48.1183387313,17.1452522472,bratislava danube rkm 1869 danube sk,Slovakia,danube,danube,True,True,True,False,True,False,True
3447,NS00000258,DTXSID4027608,0,mg/l,2003-07-01T00:00:00Z,65,oravska priehrada_orava,,,oravska priehrada,Slovakia,orava,danube,False,False,False,False,False,False,True
7042,NS00002769,DTXSID0023951,0,mg/l,2005-06-13T00:00:00Z,594,porvoonjoki 983_river porvoonjoki,60.9547,25.5974,porvoonjoki 983,Finland,,,True,True,True,,False,False,True
3966,NS00000213,DTXSID70860274,0.0000037,mg/l,2001-09-12T00:00:00Z,347,downstream rusegiurgiu danube rkm 488 danube bg_danube,43.891111,26.017222,downstream rusegiurgiu danube rkm 488 danube bg,Bulgaria,danube,danube,True,True,True,False,True,False,True
29954,NS00000216,DTXSID6020771,0,mg/l,2007-09-23T12:10:00Z,836,braila danube rkm 167 danube ro_danube,45.305319748,27.99861626425,braila danube rkm 167 danube ro,Romania,danube,danube,True,True,True,False,False,False,True
1294,NS00010385,DTXSID2022628,0.00035,mg/l,2005-06-01T00:00:00Z,127,ebro in haro ebro ebro es_ebro,42.589167,2.842222,ebro in haro ebro ebro es,Spain,ebro,ebro,True,True,True,False,True,False,True
21035,NS00000243,DTXSID4024195,0,mg/l,2002-11-14T00:00:00Z,650,smorpot baek v a11_solbjerglunde baek,47.5765,61.50322,smorpot baek v a11,Denmark,solbjerglunde baek,dk1,True,True,False,False,False,False,True
3469,NS00000258,DTXSID4027608,0,mg/l,,205,sard pod wwtp galanta_sard,,,sard pod wwtp galanta,Slovakia,sard,danube,False,False,False,False,False,False,True
7170,NS00010021,DTXSID7020764,0,mg/l,2005-06-13T00:00:00Z,584,lepsamanjoki 26_river lepsamanjoki,60.3322,24.7592,lepsamanjoki 26,Finland,,,True,True,True,,False,False,True
13596,NS00000236,DTXSID0023901,0,mg/l,2000-12-12T00:00:00Z,632,gudena motorsvejbro a10 guden a dk1 dk_guden a,56.1142,62.57268,gudena motorsvejbro a10 guden a dk1 dk,Denmark,guden a,dk1,True,True,False,False,False,False,True
10299,NS00000502,DTXSID8022292,0,mg/l,2005-04-19T00:00:00Z,592,porvoonjoki 115 6022_river porvoonjoki,60.4425,25.6083,porvoonjoki 115 6022,Finland,,,True,True,True,,False,False,True
9565,NS00000243,DTXSID4024195,0,mg/l,2005-07-19T00:00:00Z,591,pajo 44 isosilta va6301_river paimionjoki,60.4619,22.6767,pajo 44 isosilta va6301,Finland,,,True,True,True,,False,False,True
11893,NS00006349,DTXSID1024122,0.000076,mg/l,2003-06-25T00:00:00Z,620,sogard so st amt_sogard so,52.043,61.4282,sogard so st amt,Denmark,lake sogard so,dk1,True,True,False,False,True,False,True
21217,NS00000277,DTXSID9024194,0.000016000001,mg/l,2001-09-12T00:00:00Z,623,bolbro baek basseklint bolbro baek dk1 dk_bolbro baek,50.5754,61.01532,bolbro baek basseklint bolbro baek dk1 dk,Denmark,bolbro baek,dk1,True,True,False,False,True,False,True
29334,NS00000273,DTXSID0020232,0.00008145834375,mg/l,2007-09-24T16:30:00Z,837,reni_danube,45.3166072204,28.3619395781,reni,Romania,danube,danube,True,True,True,False,True,False,True
16994,NS00000261,DTXSID0037495,0,mg/l,2005-04-12T00:00:00Z,655,tryggevaelde a v ll linde_tryggevaelde a,70.3228,61.36671,tryggevaelde a v ll linde,Denmark,tryggevaelde a,dk2,True,True,False,False,False,False,True
2887,NS00098478,DTXSID6024175,0,mg/l,2002-10-01T00:00:00Z,244,pod pohronske strojarne hlinik_hron,,,pod pohronske strojarne hlinik,Slovakia,hron,danube,False,False,False,False,False,False,True
15390,NS00008490,DTXSID5037494,0,mg/l,2000-10-26T00:00:00Z,631,gamst mollebaek ved styrt gamst mollebaek dk1 dk_gamst mollebaek,51.2918,61.48485,gamst mollebaek ved styrt gamst mollebaek dk1 dk,Denmark,gamst mollebaek,dk1,True,True,False,False,False,False,True
12792,NS00000247,DTXSID0020442,0,mg/l,2001-11-15T00:00:00Z,636,hulebaek hulebaekshus_hulebaek,66.5236,61.34023,hulebaek hulebaekshus,Denmark,hulebaek,dk2,True,True,False,False,False,False,True
8803,NS00002192,DTXSID5032365,0,mg/l,2005-06-29T00:00:00Z,585,lestijoki 10800 8tien s_river lestijoki,64.0627,23.6554,lestijoki 10800 8tien s,Finland,,,True,True,True,,False,False,True
16499,NS00000261,DTXSID0037495,0,mg/l,2002-12-26T00:00:00Z,635,horndrup baek sortholmvej_horndrup baek,55.3198,62.0666,horndrup baek sortholmvej,Denmark,horndrup baek,dk1,True,True,False,False,False,False,True
25529,NS00108173,DTXSID1023998,0.000002,mg/l,2006-10-05T09:52:00Z,723,nant bran at confluence_nant bran,51.9531544444444,0,nant bran at confluence,United Kingdom,nant bran,nant y fendrod,True,True,True,False,True,False,True
9014,NS00009999,DTXSID3037541,0,mg/l,2005-07-20T00:00:00Z,590,niemistonsalmi 110_river salmi,60.5793,26.4963,niemistonsalmi 110,Finland,,,True,True,True,,False,False,True
27257,NS00000229,DTXSID1023158,0.000074,mg/l,2008-05-21T08:00:00Z,806,downstream wwtp wueri regensdorf furtbach rhein ch_furtbach,,,downstream wwtp wueri regensdorf furtbach rhein ch,Switzerland,furtbach,rhine,False,False,False,False,True,False,True
17919,NS00002192,DTXSID5032365,0,mg/l,2003-06-10T00:00:00Z,652,olholm baek olholm_olholm baek,53.1708,61.88421,olholm baek olholm,Denmark,olholm baek,dk1,True,True,False,False,False,False,True
29408,NS00000207,DTXSID4022731,3.83028909162064E-05,mg/l,2007-09-09T11:40:00Z,829,starapalanka ram_danube,44.81990766905,21.32834287735,starapalanka ram,Serbia,danube,danube,True,True,True,False,True,False,True
13339,NS00000236,DTXSID0023901,0.0000099999998,mg/l,2003-05-14T00:00:00Z,622,bla a lillea tt jels overso bla a dk1 dk_bla a,51.6088,61.37296,bla a lillea tt jels overso bla a dk1 dk,Denmark,bla a,dk1,True,True,False,False,True,False,True
27454,NS00000211,DTXSID3023712,0.0000089,mg/l,2007-08-01T00:00:00Z,810,vedeggio_vedeggio,,,vedeggio,Switzerland,vedeggio,rhine,False,False,False,False,True,False,True
25893,NS00099581,DTXSID2023985,0.00962,mg/l,2006-09-20T13:00:00Z,740,smestow brook at presswood_smestow brook,52.4762636111111,2.20607111111111,smestow brook at presswood,United Kingdom,smestow brook,stour,True,True,True,False,True,False,True
26978,NS00008031,DTXSID8022824,0,mg/l,2009-03-04T00:00:00Z,803,site l_douro river,41.1472222222222,-8.64527777777778,site l,Portugal,,,True,True,True,,False,False,True
2422,NS00008895,DTXSID3034872,0,mg/l,2001-09-26T00:00:00Z,231,torysa kendice_torysa,,,torysa kendice,Slovakia,torysa,danube,False,False,False,False,False,False,True
2966,NS00000221,DTXSID2021995,0,mg/l,2002-10-01T00:00:00Z,260,vah komarno_vah,,,vah komarno,Slovakia,vah,danube,False,False,False,False,False,False,True
23467,NS00000258,DTXSID4027608,0,mg/l,2000-03-13T00:00:00Z,625,bygholm a korup bro bygholm a dk1 dk_bygholm a,54.7219,61.92156,bygholm a korup bro bygholm a dk1 dk,Denmark,bygholm a,dk1,True,True,False,False,False,False,True
4488,NS00000219,DTXSID3029869,0,mg/l,2003-07-01T00:00:00Z,8,bracovce ondava ondava rkm 215 bodrog sk_ondava,,,bracovce ondava ondava rkm 215 bodrog sk,Slovakia,ondava,danube,False,False,False,False,False,False,True
12944,NS00000247,DTXSID0020442,0,mg/l,2003-06-16T00:00:00Z,642,lybygronning groft hulebro_lybygronning groft,50.2632,62.77454,lybygronning groft hulebro,Denmark,lybygronning groft,dk1,True,True,False,False,False,False,True
26653,NS00000214,DTXSID9048724,0,mg/l,2009-02-23T00:00:00Z,786,ponte da agrela_leca river,41.2536111111111,-8.49333333333333,ponte da agrela,Portugal,,,True,True,True,,False,False,True
22253,NS00010410,DTXSID7047568,0,mg/l,2002-09-18T00:00:00Z,623,bolbro baek basseklint bolbro baek dk1 dk_bolbro baek,50.5754,61.01532,bolbro baek basseklint bolbro baek dk1 dk,Denmark,bolbro baek,dk1,True,True,False,False,False,False,True
14822,NS00008895,DTXSID3034872,0,mg/l,2000-10-27T00:00:00Z,644,maglemose a stvalby v agerupvej_maglemose a,69.7238,61.76394,maglemose a stvalby v agerupvej,Denmark,maglemose a,dk2,True,True,False,False,False,False,True
22838,NS00010410,DTXSID7047568,0,mg/l,2002-10-17T00:00:00Z,645,odderbaek farso broen_odderbaek,53.1764,62.89137,odderbaek farso broen,Denmark,odderbaek,dk1,True,True,False,False,False,False,True
1713,NS00000247,DTXSID0020442,0,mg/l,2004-01-10T00:00:00Z,5,ondavanizny hrusov_ondava,,,ondavanizny hrusov,Slovakia,ondava,danube,False,False,False,False,False,False,True
5892,NS00000285,DTXSID2029874,0,mg/l,2006-08-21T00:00:00Z,539,mont jean sur loire loire_loire,47.389166,0.859722,mont jean sur loire loire,France,loire,loire bretagne,True,True,True,False,False,False,True
10393,NS00010269,DTXSID4024272,0,mg/l,2005-06-13T00:00:00Z,573,hirv 24 tkukustavi_river hirvijoki,60.5573,22.015,hirv 24 tkukustavi,Finland,,,True,True,True,,False,False,True
28895,NS00007860,DTXSID80184211,0,mg/l,2007-09-13T19:30:00Z,876,timok rkm 02 danubetimok rkm 845 danube rsbg_danubetimok,44.20958,22.66839,timok rkm 02 danubetimok rkm 845 danube rsbg,Serbia,timok,danube,True,True,True,False,False,False,True
6296,NS00008410,DTXSID9058600,0.00128,mg/l,2004-04-08T00:00:00Z,549,sangelo lodigiano_lambro meridionale,45.240555,9.407222,sangelo lodigiano,Italy,lambro meridionale,po,True,True,True,False,True,False,True
18793,NS00010438,DTXSID8034580,0,mg/l,2001-10-15T00:00:00Z,642,lybygronning groft hulebro_lybygronning groft,50.2632,62.77454,lybygronning groft hulebro,Denmark,lybygronning groft,dk1,True,True,False,False,False,False,True
6198,NS00005486,DTXSID4058601,0.0011744513181574,mg/l,2002-08-29T00:00:00Z,550,orio litta_lambro,45.164722,9.531666,orio litta,Italy,lambro,po,True,True,True,False,True,False,True
1290,NS00000420,DTXSID6023498,0,mg/l,2004-07-03T00:00:00Z,136,ebro in logrono ebro ebro es_ebro,42.470278,2.443889,ebro in logrono ebro ebro es,Spain,ebro,ebro,True,True,True,False,False,False,True
4516,NS00000219,DTXSID3029869,0,mg/l,2003-07-01T00:00:00Z,415,oravska priehrada water reservoir_orava,,,oravska priehrada water reservoir,Slovakia,orava,danube,False,False,False,False,False,False,True
22665,NS00010410,DTXSID7047568,0,mg/l,2002-11-12T00:00:00Z,638,hojvads rende lille rosning_hojvandsrende,64.6701,60.82397,hojvads rende lille rosning,Denmark,hojvandsrende,dk2,True,True,False,False,False,False,True
8844,NS00002192,DTXSID5032365,0,mg/l,2005-10-04T00:00:00Z,592,porvoonjoki 115 6022_river porvoonjoki,60.4425,25.6083,porvoonjoki 115 6022,Finland,,,True,True,True,,False,False,True
19702,NS00006349,DTXSID1024122,0,mg/l,2001-01-15T00:00:00Z,640,lillebaek fredskovvej_lillebaek,61.2862,61.09452,lillebaek fredskovvej,Denmark,lillebaek,dk1,True,True,False,False,False,False,True
9514,NS00000243,DTXSID4024195,0,mg/l,2005-05-23T00:00:00Z,579,kojo 35 poritre_river kokemaenjoki,61.4562,21.8708,kojo 35 poritre,Finland,,,True,True,True,,False,False,True
21025,NS00000243,DTXSID4024195,0,mg/l,2000-11-02T00:00:00Z,650,smorpot baek v a11_solbjerglunde baek,47.5765,61.50322,smorpot baek v a11,Denmark,solbjerglunde baek,dk1,True,True,False,False,False,False,True
