DTXSID,tox_value_mg_L,tox_S_AD,tox_stat,tox_source,species,tox_reliability,neutral_fraction_jchem,tox_source_origin
DTXSID0021256,0.00001164,3,qsar,BOL,crustacean,NA,0.001,BOL
DTXSID0021256,2.009,3,qsar,IRFMN,fish,NA,0.001,IRFMN
DTXSID0021256,14.11,2,qsar,ECOSAR_BASELINE,fish,NA,0.001,ECOSAR_BASELINE
DTXSID0021256,0.00001577,3,qsar,BOL,fish,NA,0.001,BOL
DTXSID0021333,1,3,geomean,ecotox,algae,NA,1,ecotox
DTXSID0021333,1,3,quantile,ecotox,algae,NA,1,ecotox
DTXSID0021333,3.804,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021333,227.7,2,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021333,0.6428,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021333,2.9,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021333,2.9,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021333,23.88,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021333,402.4,2,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021333,0.0008168,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021333,5.3,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021333,5.3,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021333,9.328,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021333,757.4,2,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021333,0.0006608,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021337,2.114,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021337,50.78,2,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021337,0.07469,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021337,0.9059,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021337,0.3093,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021337,5.798,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021337,63.16,2,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021337,0.0001055,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021337,10.23,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021337,1.8,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021337,5.597,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021337,109.2,2,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021337,0.0001055,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021381,91.3,3,geomean,ecotox,algae,NA,1,ecotox
DTXSID0021381,0.3422,3,quantile,ecotox,algae,NA,1,ecotox
DTXSID0021381,6.951,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021381,22.37,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021381,0.02756,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021381,56.68,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021381,6.074,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021381,10.24,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021381,25.3,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021381,0.00004007,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021381,78.62,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021381,21.12,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021381,19.36,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021381,42.74,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021381,0.00004245,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021383,105.3,3,geomean,ecotox,algae,NA,1,ecotox
DTXSID0021383,0.095,3,quantile,ecotox,algae,NA,1,ecotox
DTXSID0021383,87.48,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021383,21.34,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021383,0.02592,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021383,46.63,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021383,17,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021383,6.977,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021383,23.94,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021383,0.00003777,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021383,54.61,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021383,9.21,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021383,19.3,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021383,40.38,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021383,0.00004019,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021385,0.3013,3,geomean,ecotox,algae,NA,1,ecotox
DTXSID0021385,0.0656,3,quantile,ecotox,algae,NA,1,ecotox
DTXSID0021385,0.6171,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021385,30.03,0,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021385,0.02949,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021385,0.9874,0,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021385,0.0525,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021385,0.4071,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021385,30.05,0,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021385,0.00004448,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021385,0.1263,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021385,0.02587,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021385,0.569,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021385,49.29,0,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021385,0.00005072,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021387,24,3,geomean,ecotox,algae,NA,0.001,ecotox
DTXSID0021387,24,3,quantile,ecotox,algae,NA,0.001,ecotox
DTXSID0021387,0.7378,3,qsar,IRFMN,algae,NA,0.001,IRFMN
DTXSID0021387,4.578,3,qsar,ECOSAR_BASELINE,algae,NA,0.001,ECOSAR_BASELINE
DTXSID0021387,0.002033,3,qsar,VAN_LEEUWEN,algae,NA,0.001,VAN_LEEUWEN
DTXSID0021387,52.42,3,geomean,ecotox,crustacean,NA,0.001,ecotox
DTXSID0021387,27.9,3,quantile,ecotox,crustacean,NA,0.001,ecotox
DTXSID0021387,0.2679,3,qsar,IRFMN,crustacean,NA,0.001,IRFMN
DTXSID0021387,2.987,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.001,ECOSAR_BASELINE
DTXSID0021387,0.000003488,3,qsar,BOL,crustacean,NA,0.001,BOL
DTXSID0021387,16.79,3,geomean,ecotox,fish,NA,0.001,ecotox
DTXSID0021387,0.875,3,quantile,ecotox,fish,NA,0.001,ecotox
DTXSID0021387,1.15,3,qsar,IRFMN,fish,NA,0.001,IRFMN
DTXSID0021387,4.418,3,qsar,ECOSAR_BASELINE,fish,NA,0.001,ECOSAR_BASELINE
DTXSID0021387,0.000005147,3,qsar,BOL,fish,NA,0.001,BOL
DTXSID0021389,80.56,3,geomean,ecotox,algae,NA,1,ecotox
DTXSID0021389,41.76,3,quantile,ecotox,algae,NA,1,ecotox
DTXSID0021389,31.45,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021389,911.2,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021389,4.346,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021389,0.03587,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021389,0.00015,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021389,55.99,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021389,2136,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021389,0.005071,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021389,5.823,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021389,0.3885,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021389,5.352,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021389,4305,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021389,0.00346,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021414,0.9088,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021414,0.0153,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021414,0.0000004344,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021414,0.6135,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021414,0.00227,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021414,0.000000001165,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021414,1.124,2,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021414,0.002346,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021414,0.000000004201,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021460,8.174,3,qsar,IRFMN,algae,NA,0.93,IRFMN
DTXSID0021460,23.18,3,qsar,ECOSAR_BASELINE,algae,NA,0.93,ECOSAR_BASELINE
DTXSID0021460,0.01962,3,qsar,VAN_LEEUWEN,algae,NA,0.93,VAN_LEEUWEN
DTXSID0021460,5.123,3,geomean,ecotox,crustacean,NA,0.93,ecotox
DTXSID0021460,5.123,3,quantile,ecotox,crustacean,NA,0.93,ecotox
DTXSID0021460,0.167,3,qsar,IRFMN,crustacean,NA,0.93,IRFMN
DTXSID0021460,21.41,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.93,ECOSAR_BASELINE
DTXSID0021460,0.00003031,3,qsar,BOL,crustacean,NA,0.93,BOL
DTXSID0021460,3.708,3,qsar,IRFMN,fish,NA,0.93,IRFMN
DTXSID0021460,34.44,3,qsar,ECOSAR_BASELINE,fish,NA,0.93,ECOSAR_BASELINE
DTXSID0021460,0.00003628,3,qsar,BOL,fish,NA,0.93,BOL
DTXSID0021464,18.5,3,qsar,IRFMN,algae,NA,0.07,IRFMN
DTXSID0021464,308.3,2,qsar,ECOSAR_BASELINE,algae,NA,0.07,ECOSAR_BASELINE
DTXSID0021464,1.267,3,qsar,VAN_LEEUWEN,algae,NA,0.07,VAN_LEEUWEN
DTXSID0021464,0.4708,3,qsar,IRFMN,crustacean,NA,0.07,IRFMN
DTXSID0021464,666.9,2,qsar,ECOSAR_BASELINE,crustacean,NA,0.07,ECOSAR_BASELINE
DTXSID0021464,0.001515,3,qsar,BOL,crustacean,NA,0.07,BOL
DTXSID0021464,18.2,3,qsar,IRFMN,fish,NA,0.07,IRFMN
DTXSID0021464,1318,2,qsar,ECOSAR_BASELINE,fish,NA,0.07,ECOSAR_BASELINE
DTXSID0021464,0.001085,3,qsar,BOL,fish,NA,0.07,BOL
DTXSID00214802,1.384,0,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID00214802,0.1685,0,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID00214802,0.00001366,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID00214802,0.5693,0,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID00214802,0.04399,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID00214802,0.00000003089,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID00214802,1.148,0,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID00214802,0.05213,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID00214802,0.00000007922,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021541,2.108,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021541,98.7,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021541,0.3622,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021541,7.062,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021541,200.9,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021541,0.000441,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021541,511.3,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021541,298,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021541,1.837,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021541,391.2,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021541,0.0003276,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021830,53.88,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021830,181.9,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021830,0.5631,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021830,12.61,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021830,337.8,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021830,0.0007048,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021830,382,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021830,382,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021830,24.1,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021830,643.5,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021830,0.0005534,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021834,7.255,3,geomean,ecotox,algae,NA,0.33,ecotox
DTXSID0021834,1.823,3,quantile,ecotox,algae,NA,0.33,ecotox
DTXSID0021834,39.7,3,qsar,IRFMN,algae,NA,0.33,IRFMN
DTXSID0021834,58.49,3,qsar,ECOSAR_BASELINE,algae,NA,0.33,ECOSAR_BASELINE
DTXSID0021834,0.1079,3,qsar,VAN_LEEUWEN,algae,NA,0.33,VAN_LEEUWEN
DTXSID0021834,10.48,3,geomean,ecotox,crustacean,NA,0.33,ecotox
DTXSID0021834,3.18,3,quantile,ecotox,crustacean,NA,0.33,ecotox
DTXSID0021834,4.821,3,qsar,IRFMN,crustacean,NA,0.33,IRFMN
DTXSID0021834,82.2,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.33,ECOSAR_BASELINE
DTXSID0021834,0.0001469,3,qsar,BOL,crustacean,NA,0.33,BOL
DTXSID0021834,22.78,3,geomean,ecotox,fish,NA,0.33,ecotox
DTXSID0021834,6.74,3,quantile,ecotox,fish,NA,0.33,ecotox
DTXSID0021834,48.2,3,qsar,IRFMN,fish,NA,0.33,IRFMN
DTXSID0021834,146.4,3,qsar,ECOSAR_BASELINE,fish,NA,0.33,ECOSAR_BASELINE
DTXSID0021834,0.0001365,3,qsar,BOL,fish,NA,0.33,BOL
DTXSID0021961,3.33,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021961,7.126,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021961,0.004573,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021961,1.459,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021961,0.646,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021961,0.4171,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021961,5.67,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021961,0.000007392,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021961,14.21,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021961,12.05,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021961,5.069,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021961,8.799,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021961,0.000009677,3,qsar,BOL,fish,NA,1,BOL
DTXSID0021965,4.624,3,geomean,ecotox,algae,NA,1,ecotox
DTXSID0021965,1.015,3,quantile,ecotox,algae,NA,1,ecotox
DTXSID0021965,2.805,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0021965,2.131,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0021965,0.0008037,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0021965,1.218,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0021965,0.147,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0021965,1.497,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0021965,1.273,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0021965,0.000001416,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0021965,3.265,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0021965,0.9032,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0021965,2.387,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0021965,1.844,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0021965,0.000002203,3,qsar,BOL,fish,NA,1,BOL
DTXSID0022018,5,3,geomean,ecotox,algae,NA,1,ecotox
DTXSID0022018,5,3,quantile,ecotox,algae,NA,1,ecotox
DTXSID0022018,1.741,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0022018,3.404,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0022018,0.001312,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0022018,0.08557,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0022018,0.01238,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0022018,17.29,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0022018,2.058,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0022018,0.000002303,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0022018,1.66,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0022018,0.0691,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0022018,5.731,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0022018,2.988,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0022018,0.000003559,3,qsar,BOL,fish,NA,1,BOL
DTXSID0022197,3.532,3,qsar,IRFMN,algae,NA,0.01,IRFMN
DTXSID0022197,534.7,3,qsar,ECOSAR_BASELINE,algae,NA,0.01,ECOSAR_BASELINE
DTXSID0022197,2.376,3,qsar,VAN_LEEUWEN,algae,NA,0.01,VAN_LEEUWEN
DTXSID0022197,35.14,3,qsar,IRFMN,crustacean,NA,0.01,IRFMN
DTXSID0022197,1206,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.01,ECOSAR_BASELINE
DTXSID0022197,0.002804,3,qsar,BOL,crustacean,NA,0.01,BOL
DTXSID0022197,47.4,3,geomean,ecotox,fish,NA,0.01,ecotox
DTXSID0022197,47.4,3,quantile,ecotox,fish,NA,0.01,ecotox
DTXSID0022197,20.9,3,qsar,IRFMN,fish,NA,0.01,IRFMN
DTXSID0022197,2409,3,qsar,ECOSAR_BASELINE,fish,NA,0.01,ECOSAR_BASELINE
DTXSID0022197,0.001958,3,qsar,BOL,fish,NA,0.01,BOL
DTXSID0022301,0.9153,0,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0022301,0.1941,0,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0022301,0.00001676,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0022301,0.0001664,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0022301,0.00001975,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0022301,0.04947,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0022301,0.05242,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0022301,0.00000003753,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0022301,0.0008257,3,geomean,ecotox,fish,NA,1,ecotox
DTXSID0022301,0.0002485,3,quantile,ecotox,fish,NA,1,ecotox
DTXSID0022301,0.8199,0,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0022301,0.06265,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0022301,0.00000009426,3,qsar,BOL,fish,NA,1,BOL
DTXSID0022432,0.05929,0,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0022432,0.1687,0,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0022432,0.00001854,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0022432,0.03647,0,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0022432,0.09567,0,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0022432,0.208,0,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0022432,0.05188,0,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0022432,0.00000003991,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0022432,0.3825,0,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0022432,0.06398,0,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0022432,0.00000009271,3,qsar,BOL,fish,NA,1,BOL
DTXSID0022511,0.2858,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0022511,0.5256,3,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0022511,0.00009691,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0022511,0.001475,3,geomean,ecotox,crustacean,NA,1,ecotox
DTXSID0022511,0.0001119,3,quantile,ecotox,crustacean,NA,1,ecotox
DTXSID0022511,0.1572,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0022511,0.2136,3,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0022511,0.0000001918,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0022511,0.3954,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0022511,0.2818,3,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0022511,0.0000003766,3,qsar,BOL,fish,NA,1,BOL
DTXSID0022563,2.639,0,qsar,IRFMN,algae,NA,0.99,IRFMN
DTXSID0022563,14.73,0,qsar,ECOSAR_BASELINE,algae,NA,0.99,ECOSAR_BASELINE
DTXSID0022563,0.01105,3,qsar,VAN_LEEUWEN,algae,NA,0.99,VAN_LEEUWEN
DTXSID0022563,48.42,0,geomean,ecotox,crustacean,NA,0.99,ecotox
DTXSID0022563,33.2,0,quantile,ecotox,crustacean,NA,0.99,ecotox
DTXSID0022563,4.824,0,qsar,IRFMN,crustacean,NA,0.99,IRFMN
DTXSID0022563,12.75,0,qsar,ECOSAR_BASELINE,crustacean,NA,0.99,ECOSAR_BASELINE
DTXSID0022563,0.00001741,3,qsar,BOL,crustacean,NA,0.99,BOL
DTXSID0022563,2.493,0,qsar,IRFMN,fish,NA,0.99,IRFMN
DTXSID0022563,20.19,0,qsar,ECOSAR_BASELINE,fish,NA,0.99,ECOSAR_BASELINE
DTXSID0022563,0.00002167,3,qsar,BOL,fish,NA,0.99,BOL
DTXSID00226167,7.534,3,qsar,IRFMN,algae,NA,0.64,IRFMN
DTXSID00226167,195.3,2,qsar,ECOSAR_BASELINE,algae,NA,0.64,ECOSAR_BASELINE
DTXSID00226167,0.4394,3,qsar,VAN_LEEUWEN,algae,NA,0.64,VAN_LEEUWEN
DTXSID00226167,50.45,3,qsar,IRFMN,crustacean,NA,0.64,IRFMN
DTXSID00226167,305.4,2,qsar,ECOSAR_BASELINE,crustacean,NA,0.64,ECOSAR_BASELINE
DTXSID00226167,0.0005793,3,qsar,BOL,crustacean,NA,0.64,BOL
DTXSID00226167,5.665,3,qsar,IRFMN,fish,NA,0.64,IRFMN
DTXSID00226167,558.1,2,qsar,ECOSAR_BASELINE,fish,NA,0.64,ECOSAR_BASELINE
DTXSID00226167,0.0005045,3,qsar,BOL,fish,NA,0.64,BOL
DTXSID00226268,14.35,3,qsar,IRFMN,algae,NA,0.001,IRFMN
DTXSID00226268,2885,3,qsar,ECOSAR_BASELINE,algae,NA,0.001,ECOSAR_BASELINE
DTXSID00226268,32.9,3,qsar,VAN_LEEUWEN,algae,NA,0.001,VAN_LEEUWEN
DTXSID00226268,50.96,3,qsar,IRFMN,crustacean,NA,0.001,IRFMN
DTXSID00226268,10820,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.001,ECOSAR_BASELINE
DTXSID00226268,0.03332,3,qsar,BOL,crustacean,NA,0.001,BOL
DTXSID00226268,14.6,3,qsar,IRFMN,fish,NA,0.001,IRFMN
DTXSID00226268,24420,3,qsar,ECOSAR_BASELINE,fish,NA,0.001,ECOSAR_BASELINE
DTXSID00226268,0.01713,3,qsar,BOL,fish,NA,0.001,BOL
DTXSID0022640,6.691,3,qsar,IRFMN,algae,NA,0.001,IRFMN
DTXSID0022640,5201,2,qsar,ECOSAR_BASELINE,algae,NA,0.001,ECOSAR_BASELINE
DTXSID0022640,42.51,3,qsar,VAN_LEEUWEN,algae,NA,0.001,VAN_LEEUWEN
DTXSID0022640,287.4,3,qsar,IRFMN,crustacean,NA,0.001,IRFMN
DTXSID0022640,16300,2,qsar,ECOSAR_BASELINE,crustacean,NA,0.001,ECOSAR_BASELINE
DTXSID0022640,0.04545,3,qsar,BOL,crustacean,NA,0.001,BOL
DTXSID0022640,6.155,3,qsar,IRFMN,fish,NA,0.001,IRFMN
DTXSID0022640,35230,2,qsar,ECOSAR_BASELINE,fish,NA,0.001,ECOSAR_BASELINE
DTXSID0022640,0.02603,3,qsar,BOL,fish,NA,0.001,BOL
DTXSID0022642,10.16,3,qsar,IRFMN,algae,NA,0.05,IRFMN
DTXSID0022642,1246,2,qsar,ECOSAR_BASELINE,algae,NA,0.05,ECOSAR_BASELINE
DTXSID0022642,5.698,3,qsar,VAN_LEEUWEN,algae,NA,0.05,VAN_LEEUWEN
DTXSID0022642,121.8,3,qsar,IRFMN,crustacean,NA,0.05,IRFMN
DTXSID0022642,2856,2,qsar,ECOSAR_BASELINE,crustacean,NA,0.05,ECOSAR_BASELINE
DTXSID0022642,0.006694,3,qsar,BOL,crustacean,NA,0.05,BOL
